Shape,CATEGORY,VENDORNAME,WEBSITE,ADDRESS,CITY,STATE,ZIP,TELEPHONE,CAMERAICON,BOROUGH,BCODE,HOUSENUM,STREETNAME
"(40.719486707000044, -74.00641414599994)",Food & Restaurants,The Bubble Lounge,http://www.bubblelounge.com,228 West Broadway,New York,NY,10013,(212) 431-3433, ,Manhattan,1,228,WEST BROADWAY
"(40.71654658600005, -74.01235155599994)",Food & Restaurants,The Palm Tribeca,http://www.thepalm.com,206 West Street,New York,NY,10013,(646) 395-6393, ,Manhattan,1,206,WEST STREET
"(40.75934577400005, -73.98534930599993)",Food & Restaurants,The Whiskey,http://www.mocbars.com,1567 Broadway,New York,NY,0,multiple, ,Manhattan,1,1567,BROADWAY
"(40.73201394600005, -74.00163450799994)",Food & Restaurants,Tio Pepe Restaurant,http://www.tiopepenyc.com,168 West 4th Street,New York,NY,10014,(212) 242-9338, ,Manhattan,1,168,WEST 4 STREET
"(40.72371601400005, -73.9888088049999)",Food & Restaurants,Tuck Shop,http://www.tuckshopnyc.com,68 East 1st Street,New York,NY,10003,(212) 979-5200 / cell. (917) 603-74664, ,Manhattan,1,68,EAST 1 STREET
"(40.73657756600005, -73.98870546199993)",Food & Restaurants,Underbar,http://www.mocbars.com,201 Park Avenue South,New York,NY,0,multiple, ,Manhattan,1,201,PARK AVENUE SOUTH
"(40.757920324000054, -73.98253320399994)",Food & Restaurants,Utsav Restaurant and Lounge,http://www.utsavny.com,1185 Avenue of the Americas,New York,NY,10036,(212) 575-2525, ,Manhattan,1,1185,AVENUE OF THE AMERICAS
"(40.70780779100005, -74.00557983499993)",Food & Restaurants,Wall Street Caterers,http://www.wallstreetcaterers.com,241 Pearl Street,New York,NY,10038,(212) 406-6600, ,Manhattan,1,241,PEARL STREET
"(40.704082810000045, -74.01041246499994)",Food & Restaurants,Waterstone Grill,http://www.waterstonegrill.com,79 Pearl Street,New York,NY,10004,(212) 943-1602, ,Manhattan,1,79,PEARL STREET
"(40.75938991900006, -73.99378776299994)",Food & Restaurants,West Bank CafÌ©,http://www.westbankcafe.com,407 West 42nd Street,New York,NY,10036,(212) 695-6906, ,Manhattan,1,407,WEST 42 STREET
"(40.74954145800007, -73.97788237299994)",Food & Restaurants,Wetbar,http://www.mocbars.com,130 East 39th Street,New York,NY,0,multiple, ,Manhattan,1,130,EAST 39 STREET
"(40.765546924000034, -73.9766541219999)",Food & Restaurants,Whiskey Park,http://www.mocbars.com,100 Central Park South,New York,NY,0,multiple, ,Manhattan,1,100,CENTRAL PARK SOUTH
"(40.75629448700005, -73.9771157699999)",Food & Restaurants,Maggie's Place,http://www.maggiesnyc.com,21 East 47th Street,New York,NY,10017,(212) 753-5757,yes,Manhattan,1,21,EAST 47 STREET
"(40.75215052000004, -73.98036915099993)",Food & Restaurants,CafÌ© Metro (all locations),http://www.cafemetrony.com,22 East 41st Street,New York,NY,10017,"(212) 983-7474, ext. 114",yes,Manhattan,1,22,EAST 41 STREET
"(40.72030645800004, -73.98400772699995)",Food & Restaurants,Stuffed Artisan Cannolis,http://www.stuffedcannoli.com,176 Stanton Street,New York,NY,10002,(212) 995-2266,yes,Manhattan,1,176,STANTON STREET
"(40.753329862000044, -73.97413940399991)",Food & Restaurants,Maharaja Indian Restaurant, ,133 East 45th Street,New York,NY,10017,(212) 682-7962, ,Manhattan,1,133,EAST 45 STREET
"(40.747057306000045, -73.95480088799991)",Food & Restaurants,Local Labels,http://www.locallabels.com,46-01 5th Street,Long Island City,NY,11101,(877) 283-6427,yes,Queens,4,46-01,5 STREET
"(40.928210817000036, -73.85703766599994)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,1 Mall Walk West,Yonkers,NY,10704,(212) 262-4022,yes,New York State,6,1,MALL WALK WEST
"(40.73452431000004, -73.8708148579999)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,90-15 Queens Boulevard,Elmhurst,NY,11201,(212) 262-4022,yes,Queens,4,90-15,QUEENS BOULEVARD
"(40.75558259200005, -73.92801650399991)",Food & Restaurants,Lil' Bistro 33,http://www.lilbistro33.com,33-04 36th Avenue,Long Island City,NY,11106,(718) 609-1367, ,Queens,4,33-04,36 AVENUE
"(40.77848799100008, -73.77645391899995)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,213-29 26th Avenue,Queens,NY,11360,(212) 262-4022,yes,Queens,4,213-29,26 AVENUE
"(40.73958506800005, -73.78723343999991)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,61-48 188th Street,Queens,NY,11365,(212) 262-4022,yes,Queens,4,61-48,188 STREET
"(40.731326566000064, -73.86358671499994)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,95-25 Queens Boulevard,Rego Park,NY,11374,(212) 262-4022,yes,Queens,4,95-25,QUEENS BOULEVARD
"(40.56891381000008, -74.10916546499993)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,430 New Dorp Lane,Staten Island,NY,10306,(212) 262-4022,yes,Staten Island,5,430,NEW DORP LANE
"(40.530689986000084, -74.22837228799995)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2720 Veterans Road West,Staten Island,NY,10309,(212) 262-4022,yes,Staten Island,5,2720,VETERANS ROAD WEST
"(40.57915963900007, -74.16485154999992)",Food & Restaurants,Applebees Neighborhood Bar and Grill,http://www.applemetrorestaurants.com,2655 Richmond Avenue,Staten Island,NY,10314,(212) 262-4022,yes,Staten Island,5,2655,RICHMOND AVENUE
"(40.56655481800004, -74.1132431609999)",Food & Restaurants,Chevy's Fresh Mex,http://www.chevysny.com/EN/index.html,2690 Hylan Boulevard,Staten Island,NY,10306,(212) 262-4022, ,Staten Island,5,2690,HYLAN BOULEVARD
"(40.73327432100007, -73.9578556049999)",Food & Restaurants,Anella,http://www.anellabrooklyn.com,222 Franklin Street,Brooklyn,NY,11222,(718) 389-8100,yes,Brooklyn,3,222,FRANKLIN STREET
"(40.62284616800008, -73.97530995199992)",Food & Restaurants,New York Ice Cream Co.,http://www.ny-icecream.com,1241 McDonald Avenue,Brooklyn,NY,11230,(718) 253-5093,yes,Brooklyn,3,1241,MCDONALD AVENUE
"(40.723383815000034, -73.98797186999991)",Food & Restaurants,Sutra Lounge,http://www.sutranyc.com,16 First Avenue,New York,NY,10009,(212) 677-9477, ,Manhattan,1,16,FIRST AVENUE
"(40.82089763000005, -73.93495146899994)",Recycling & Waste Removal,"Always Pristine, LLC",http://www.alwayspristine.com,700 Lenox Avenue,New York,NY,10039,(877) 778-7748, ,Manhattan,1,700,LENOX AVENUE
"(40.74671996900008, -73.99079348899994)",Groups & Associations,IFP (Independent Feature Project),http://www.ifp.org,104 West 29th Street,New York,NY,10001,"(212) 465-8200, ext. 201", ,Manhattan,1,104,WEST 29 STREET
"(40.60274312100006, -73.99562814399991)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2122 86th Street,Bensonhurst,NY,11214,(212) 357-6733,yes,Brooklyn,3,2122,86 STREET
"(40.69480587000004, -73.99520379299992)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,108 Montague Street,Brooklyn,NY,11201,(212) 357-6733,yes,Brooklyn,3,108,MONTAGUE STREET
"(40.764481971000066, -73.97669059399993)",Hair & Makeup,Anapelli Hair Clinic, ,57 West 57th Street,New York,NY,10019,(212) 751-HAIR,yes,Manhattan,1,57,WEST 57 STREET
"(40.74885402700005, -73.9937851919999)",Hair & Makeup,DEX,"http://www.dexnewyork.com, http://www.dexnewyorkstudios.com",224 West 30th Street,New York,NY,10001,(212) 643-3188, ,Manhattan,1,224,WEST 30 STREET
"(40.76366195700007, -73.98023580199992)",Hair & Makeup,Make-Up-Center, ,150 West 55th Street,New York,NY,10019,(212) 977-9494,yes,Manhattan,1,150,WEST 55 STREET
"(40.745030685000074, -73.98742115899995)",Hair & Makeup,Salon Santa Cruz,http://www.salonsantacruz.com,254 Fifth Avenue,New York,NY,10001,(212) 684-2386, ,Manhattan,1,254,FIFTH AVENUE
"(40.73296069400004, -73.99316600199995)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,69 University Place,New York,NY,10003,(212) 357-6733,yes,Manhattan,1,69,UNIVERSITY PLACE
"(40.729252167000084, -73.9885841759999)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,19-23 St. MarkåÀs Place,New York,NY,10003,(212) 357-6733,yes,Manhattan,1,19-23,ST MARK'S PLACE
"(40.73295815200004, -73.99967165099991)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,378 Avenue of the Americas,New York,NY,10011,(212) 357-6733,yes,Manhattan,1,378,AVENUE OF THE AMERICAS
"(40.744476159000044, -73.98011157399992)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,460 Third Avenue,New York,NY,10016,(212) 357-6733,yes,Manhattan,1,460,THIRD AVENUE
"(40.76169277000008, -73.96393456299995)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1149 Second Avenue,New York,NY,10021,(212) 357-6733,yes,Manhattan,1,1149,SECOND AVENUE
"(40.76613953900005, -73.9567878979999)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1292 First Avenue,New York,NY,10021,(212) 357-6733,yes,Manhattan,1,1292,FIRST AVENUE
"(40.782542076000084, -73.97537711799993)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,410 Columbus Ave,New York,NY,10024,(212) 357-6733,yes,Manhattan,1,410,COLUMBUS AVENUE
"(40.79846287200007, -73.9695634759999)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2675 Broadway,New York,NY,10025,(212) 357-6733,yes,Manhattan,1,2675,BROADWAY
"(40.79246671200008, -73.97393608499993)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2481 Broadway,New York,NY,10025,(212) 357-6733,yes,Manhattan,1,2481,BROADWAY
"(40.77686685200007, -73.95205102999995)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1632 Second Avenue,New York,NY,10028,(212) 357-6733,yes,Manhattan,1,1632,SECOND AVENUE
"(40.77911547800005, -73.94733739799995)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,1732 1st Avenue,New York,NY,10128,(212) 357-6733,yes,Manhattan,1,1732,1 AVENUE
"(40.76342530100004, -73.7711112849999)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,4104 Bell Blvd.,Bayside,NY,11361,(212) 357-6733,yes,Queens,4,41-04,BELL BOULEVARD
"(40.71463029100005, -73.83247950299994)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,118-10 Queens Boulevard,Forest Hills,NY,11375,(212) 357-6733,yes,Queens,4,118-10,QUEENS BOULEVARD
"(40.56626589000007, -74.11397331499995)",Hair & Makeup,SUPERCUTS,http://www.supercuts.com,2714 Hylan Boulevard,Staten Island,NY,11306,(212) 357-6733,yes,Staten Island,5,2714,HYLAN BOULEVARD
"(40.69318974000004, -73.75175641099992)",Catering,Crown Jewel Catering,http://www.crownjewelcatering.com,118-05 200 Street,Saint Albans,NY,11412,(888) 850-3342,yes,Queens,4,118-05,200 STREET
"(40.69322147200006, -73.9867151819999)",Hardware & Tools,Sid's Harware and Home Center Corporation,http://www.sidshardware.com,345 Jay Street,Brooklyn,NY,11201,(718) 875-2259, ,Brooklyn,3,345,JAY STREET
"(40.70888099500007, -74.00554385599992)",Hardware & Tools,AAA Fulton Supply Inc., ,74 Fulton Street,New York,NY,10038,(212) 587-4088, ,Manhattan,1,74,FULTON STREET
"(40.75859931600007, -73.9919000029999)",Hardware & Tools,American Home Hardware & More, ,590 9th Avenue,New York,NY,10036,(212) 765-7357, ,Manhattan,1,590,9 AVENUE
"(40.737931640000056, -73.99894631599994)",Hardware & Tools,Artie's Hardware & Locksmith,http://www.locksmithnyc.com,140 West 14th Street,New York,NY,10011,(212) 243-0381,yes,Manhattan,1,140,WEST 14 STREET
"(40.755992742000046, -73.98055289599995)",Hardware & Tools,New Hippodrome Hardware Corp.,http://www.truevalue.com,23 West 45th Street,New York,NY,10036,(212) 840-2791, ,Manhattan,1,23,WEST 45 STREET
"(40.75339270200004, -73.9743303539999)",Hardware & Tools,Reimer Locksmith, ,129 East 45th Street,New York,NY,10017,(212) 818-1550,yes,Manhattan,1,129,EAST 45 STREET
"(40.70623989000006, -74.01243463299994)",Hardware & Tools,Trade Center Locksmith and Hardware,http://www.tradecenterlocksmithandhardware.com,45 New Street,New York,NY,10004,(212) 962-1086, ,Manhattan,1,45,NEW STREET
"(41.05534555100007, -73.82013588699994)",Hardware & Tools,Westchester Tool Rentals,http://www.wtrrentals.com,11 Vreeland Avenue,Elmsford,NY,10523,(914) 592-2016,yes,New York State,6,11,VREELAND AVENUE
"(40.75968370700008, -74.00394538499995)",Marine & Water Services,NY Waterway Tours,http://www.nywaterway.com,Pier 78,New York,NY,10018,(201) 370-3659, ,Manhattan,1, ,PIER 78
"(40.710365693000085, -74.00900310399993)",Marine & Water Services,Shearwater Holdings Inc.,http://www.shearwatersailing.com,198 Broadway,New York,NY,10038,(212) 619-0885, ,Manhattan,1,198,BROADWAY
"(40.730369185000086, -73.98763505499994)",Marine & Water Services,SilverScreen Marine,http://www.silverscreenmarine.com,127 East 10th Street,New York,NY,10003,(212) 505-0694, ,Manhattan,1,127,EAST 10 STREET
"(40.647258639000086, -73.9769045189999)",Marine & Water Services,Delta Mike Marine Charters, ,205 East 4th Street,Brooklyn,NY,11218,(646) 649-6323,yes,Brooklyn,3,205,EAST 4 STREET
"(40.855634819000045, -73.83958550599993)",Medical Services,Citywide Mobile Response Corp., ,1624 Stillwell Avenue,Bronx,NY,10461,(718) 597-6100,yes,Bronx,2,1624,STILLWELL AVENUE
"(40.58511195400007, -73.98202036299995)",Medical Services,Midwood Ambulance,http://www.midwoodambulance.com,2593 West 13th Street,Brooklyn,NY,11223,(718) 645-1000, ,Brooklyn,3,2593,WEST 13 STREET
"(40.74082148200006, -73.99056334999995)",Medical Services,10/10 Optics,http://www.1010optics.com,168 5th Avenue,New York,NY,10010,(212) 366-1010, ,Manhattan,1,168,5 AVENUE
"(40.74042921700004, -73.99409626399995)",Medical Services,Alban Acupuncture and Herbs,http://www.albanacupuncture.com,59 West 19th Street,New York,NY,10011,(917) 887-4946, ,Manhattan,1,59,WEST 19 STREET
"(40.68524249300009, -73.9873225199999)",Hotels,Escape Guesthouse LLC,http://www.escapeguesthouse.com,168 Bergen Street,Brooklyn,NY,11217,(718) 243-1171,yes,Brooklyn,3,168,BERGEN STREET
"(40.67828687300005, -73.98434588399994)",Hotels,Holiday Inn Express Brooklyn,http://www.expressbrooklyn.com,625 Union Street,Brooklyn,NY,11215,(718) 797-1133, ,Brooklyn,3,625,UNION STREET
"(40.69327263400004, -73.9885299099999)",Hotels,New York Marriott Brooklyn,http://www.brooklynmarriott.com,333 Adams Street,Brooklyn,NY,11201,(212) 704-8737, ,Brooklyn,3,333,ADAMS STREET
"(40.72395805500008, -74.00310266299994)",Hotels,60 Thompson,http://www.60thompson.com,60 Thompson Street,New York,NY,10012,(212) 204-6464,yes,Manhattan,1,60,THOMPSON STREET
"(40.745646538000074, -73.98822769199995)",Hotels,Ace Hotel New York,http://www.acehotel.com/newyork,20 West 29th Street,New York,NY,10001,(212) 679-2222,yes,Manhattan,1,20,WEST 29 STREET
"(40.75615036800008, -73.9709435879999)",Hotels,Affinia 50,http://www.affinia.com,155 East 50th Street,New York,NY,10022,(646) 424-2626,yes,Manhattan,1,155,EAST 50 STREET
"(40.68806716100005, -73.9822864649999)",Wardrobe,312 Livingston Footwear dba Claro Shoes,http://www.clarotallandwide.com,312 Livingston Street,Brooklyn,NY,11217,(718) 875-2981,yes,Brooklyn,3,312,LIVINGSTON STREET
"(40.74591975300007, -73.97929191499992)",Hotels,Affinia Dumont Plaza Hotel,http://www.affinia.com/NYC-Hotel/Affinia-Dumont/Overview.cfm,150 East 34th Street,New York,NY,10016,(646) 424-2626,yes,Manhattan,1,150,EAST 34 STREET
"(40.76441254100007, -73.96308475399991)",Hotels,Affinia Gardens,http://www.affinia.com,215 East 64th Street,New York,NY,10021,(646) 424-2626,yes,Manhattan,1,215,EAST 64 STREET
"(40.74870174400007, -73.99166300599995)",Hotels,Affinia Manhattan,http://www.affinia.com,371 Seventh Avenue,New York,NY,10001,(646) 424-2626,yes,Manhattan,1,371,SEVENTH AVENUE
"(40.76431433000005, -73.97566543099992)",Hotels,aka: Central Park,http://www.stayaka.com,42 West 58th Street,New York,NY,10019,(866) 561-6863,yes,Manhattan,1,42,WEST 58 STREET
"(40.75787228300004, -73.96456469899994)",Hotels,aka: Sutton Place,http://www.thesutton.com,330 East 56th Street,New York,NY,10022,(212) 752-8888,yes,Manhattan,1,330,EAST 56 STREET
"(40.75680893800006, -73.98415778299994)",Hotels,aka: Times Square,http://www.stayaka.com,123 West 44th Street,New York,NY,10036,(212) 575-5053,yes,Manhattan,1,123,WEST 44 STREET
"(40.759037996000075, -73.98674175999992)",Hotels,aka: United Nations,http://www.stayaka.com,234 West 46th Street,New York,NY,10017,(646) 291-4205,yes,Manhattan,1,234,WEST 46 STREET
"(40.75269236000008, -73.97245378699995)",Hotels,Alex Hotel,http://www.thealexhotel.com,205 East 45th Street,New York,NY,10017,(212) 850-6558,yes,Manhattan,1,205,EAST 45 STREET
"(40.764013711000075, -73.98291064699993)",Hotels,Ameritania Hotel,http://www.ameritanianyc.com,230 West 54th Street,New York,NY,10019,(212) 292-5547,yes,Manhattan,1,230,WEST 54 STREET
"(40.75334391100006, -73.96608664099995)",Hotels,Beekman Tower Hotel,http://www.affinia.com/NYC-Hotel/Beekman-Tower/Overview.cfm,3 Mitchell Place,New York,NY,10017,(646) 424-2631, ,Manhattan,1,3,MITCHELL PLACE
"(40.76167582800008, -73.9879505159999)",Hotels,Belvedere Hotel,http://www.belevederehotelnyc.com,319 West 48th Street,New York,NY,10036,(212) 245-7000, ,Manhattan,1,319,WEST 48 STREET
"(40.76015930300008, -73.9583042459999)",Hotels,Bentley Hotel,http://www.bentleyhotelnyc.com,500 East 62nd Street,New York,NY,10065,(212) 292-5547,yes,Manhattan,1,500,EAST 62 STREET
"(40.71838613700004, -73.99519848999995)",Hotels,Best Western Bowery Hanbee Hotel,http://www.bw-boweryhanbeehotel.com,231 Grand Street,New York,NY,10013,(212) 925-1133, ,Manhattan,1,231,GRAND STREET
"(40.755267450000076, -73.99735788599992)",Hotels,Comfort Inn Midtown West,http://www.comfortnyc.com,442 West 36th Street,New York,NY,10018,(212) 714-6699,yes,Manhattan,1,442,WEST 36 STREET
"(40.75573652200006, -73.9915574499999)",Hotels,Comfort Inn Theater District,http://www.comfortnyc.com,305 West 39th Street,New York,NY,10018,(212) 268-3040,yes,Manhattan,1,305,WEST 39 STREET
"(40.756458457000065, -73.9925247079999)",Hotels,Fairfield Inn Times Square,http://www.fairfieldinntimessquare.com,330 West 40th Street,New York,NY,10018,(646) 666-4611,yes,Manhattan,1,330,WEST 40 STREET
"(40.75639257200004, -73.99236589599991)",Hotels,Four Points by Sheraton Midtown Times Square,http://www.fourpointsmidtowntimessquare.com,326 West 40th Street,New York,NY,10018,(212) 967-8585,yes,Manhattan,1,326,WEST 40 STREET
"(40.75189809200003, -73.97639096299991)",Hotels,Grand Hyatt New York,http://www.grandnewyork.hyatt.com,Park Avenue @ Grand Central,New York,NY,10017,(646) 213-6813,yes,Manhattan,1,109,EAST 42 STREET
"(40.72389210400007, -74.0052456599999)",Hotels,Hampton Inn SoHo,http://www.hamptonsohonyc.com,54 Watts Street,New York,NY,10013,(212) 226-6288,yes,Manhattan,1,54,WATTS STREET
"(40.766175832000044, -73.97851667799995)",Hotels,Jumeirah Essex House,http://www.jumeirah.com,160 Central Park South,New York,NY,10019,(212) 484-5137,yes,Manhattan,1,160,CENTRAL PARK SOUTH
"(40.78020728000007, -73.94603303699995)",Hotels,Manhattan/Upper East Side Courtyard by Marriott,http://www.marriott.com/nycmh,410 East 92nd Street,New York,NY,10128,(917) 492-3718,yes,Manhattan,1,410,EAST 92 STREET
"(40.739497533000076, -73.98226377999993)",Hotels,Marcel Hotel,http://www.marcelhotelnyc.com,201 East 24th Street,New York,NY,10010,(212) 292-5547,yes,Manhattan,1,201,EAST 24 STREET
"(40.74462334600008, -73.99938288399994)",Hotels,The GEM Hotel Chelsea,http://www.thegemhotel.com,300 West 22nd Street,New York,NY,10011,(212) 675-1911,yes,Manhattan,1,300,WEST 22 STREET
"(40.75580542200004, -73.9974841959999)",Hotels,The GEM Hotel Midtown,http://www.thegemhotel.com,449 West 36th Street,New York,NY,10018,(212) 967-7206,yes,Manhattan,1,449,WEST 36 STREET
"(40.72312876700005, -73.99024116099991)",Hotels,The GEM Hotel Soho,http://www.thegemhotel.com,135 East Houston Street,New York,NY,10002,(212) 358-8844,yes,Manhattan,1,135,EAST HOUSTON STREET
"(40.74328630800005, -73.99106462299994)",Hotels,Wyndham Garden Hotel Chelsea,http://www.wyndhamnyc.com,37 West 24th Street,New York,NY,10010,(212) 243-0800,yes,Manhattan,1,37,WEST 24 STREET
"(40.71857242300007, -73.98973678499993)",Hotels,Blue Moon Hotel,http://www.bluemoon-nyc.com,100 Orchard Street,New York,NY,10002,(212) 533-9080,yes,Manhattan,1,100,ORCHARD STREET
"(40.752787837000085, -73.98380863499995)",Hotels,Bryant Park Hotel,http://www.bryantparkhotel.com,40 West 40th Street,New York,NY,10018,(212) 642-2108,yes,Manhattan,1,40,WEST 40 STREET
"(40.751062438000076, -73.97953737499995)",Hotels,Courtyard NY Manhattan / Fifth Avenue,http://marriott.com/property/propertypage/NYCES,30 East 40th Street,New York,NY,11016,(212) 704-8737, ,Manhattan,1,30,EAST 40 STREET
"(40.753559418000066, -73.98617257399991)",Hotels,Courtyard NY Manhattan Times Square South by Marriott,http://www.courtyardtimessquare.com,114 West 40th Street,New York,NY,10018,(212) 704-8737, ,Manhattan,1,114,WEST 40 STREET
"(40.74942084600008, -73.9719467839999)",Hotels,Crowne Plaza at the United Nations,http://www.unitednationsarea.crowneplaza.com,304 East 42nd Street,New York,NY,10017,(212) 986-8800, ,Manhattan,1,304,EAST 42 STREET
"(40.74988130400004, -73.9797032649999)",Hotels,70 Park Ave Hotel,http://www.70parkave.com,70 Park Avenue,New York,NY,10016,(212) 973-2448, ,Manhattan,1,70,PARK AVENUE
"(40.75893066800006, -73.9844749259999)",Hotels,Doubletree Guest Suites Times Square-New York City,http://www.doubletree.com,1568 Broadway,New York,NY,10036,(212) 403-6306, ,Manhattan,1,1568,BROADWAY
"(40.75667198900004, -73.9714198179999)",Hotels,Doubletree Metropolitan Hotel New York City,http://www.metropolitanhotelnyc.com,569 Lexington Avenue,New York,NY,10022,(212) 350-6050, ,Manhattan,1,569,LEXINGTON AVENUE
"(40.76441704100006, -73.98194668899993)",Hotels,Dream Hotel,http://www.dreamny.com,210 West 55th Street,New York,NY,10019,(212) 247-2000, ,Manhattan,1,210,WEST 55 STREET
"(40.75162056500005, -73.97912050799994)",Hotels,Dylan,http://www.dylanhotel.com,52 East 41st Street,New York,NY,10017,(866) 553-9526 / (212) 338-0500, ,Manhattan,1,52,EAST 41 STREET
"(40.714995437000084, -74.0153308699999)",Hotels,Embassy Suites Hotel,http://www.embassysuites.com,102 North End Avenue,New York,NY,10281,(646) 769-4422, ,Manhattan,1,102,NORTH END AVENUE
"(40.70510417300005, -74.00607012299992)",Hotels,Exchange Hotel and Lounge,http://www.exchangehotel.com/,129 Front Street,New York,NY,10005,(212) 742-0003,yes,Manhattan,1,129,FRONT STREET
"(40.75271477900009, -73.97445333199994)",Hotels,Fitzpatrick Grand Central Hotel,http://www.fitzpatrickhotels.com,141 East 44th Street,New York,NY,10017,(212) 351-6870, ,Manhattan,1,141,EAST 44 STREET
"(40.76198818700004, -73.9810324849999)",Hotels,Flatotel,http://www.flatotel.com,135 West 52nd Street,New York,NY,10019,(212) 887-9475,yes,Manhattan,1,135,WEST 52 STREET
"(40.73855107900005, -73.98576070599995)",Hotels,Gramercy Park Hotel,http://www.gramercyparkhotel.com,2 Lexington Avenue,New York,NY,10012,(212) 920-3300, ,Manhattan,1,2,LEXINGTON AVENUE
"(40.74600000600009, -73.9833302959999)",Hotels,Grand Union Hotel,http://www.hotelgrandunion.com,34 East 32nd Street,New York,NY,10016,(212) 683-5890, ,Manhattan,1,34,EAST 32 STREET
"(40.76522988700009, -73.97057862799994)",Hotels,Helmsley Carlton House,http://www.helmsleyhotels.com,680 Madison Avenue,New York,NY,10021,(212) 838-3000, ,Manhattan,1,680,MADISON AVENUE
"(40.71914379000009, -74.00024170099994)",Hotels,Holiday Inn Downtown,http://www.holidayinn-nyc.com,138 Lafayette Street,New York,NY,10013,(212) 941-4170, ,Manhattan,1,138,LAFAYETTE STREET
"(40.768191795000064, -73.98748001799993)",Hotels,Holiday Inn Midtown (57th Street),http://www.hi57.com,440 West 57th Street,New York,NY,10019,(212) 634-5322, ,Manhattan,1,440,WEST 57 STREET
"(40.74597830700009, -73.98522138699991)",Hotels,Hotel Chandler,http://www.hotelchandler.com,12 East 31st Street,New York,NY,10016,(646) 218-4400, ,Manhattan,1,12,EAST 31 STREET
"(40.73955365100005, -74.00572683699994)",Hotels,Hotel Gansevoort,http://www.hotelgansevoort.com,18 Ninth Avenue,New York,NY,10014,(212) 660-6744, ,Manhattan,1,18,NINTH AVENUE
"(40.74210263900005, -73.98460876199994)",Hotels,Hotel Giraffe,http://www.hotelgiraffe.com,365 Park Avenue South,New York,NY,10016,(212) 685-7700, ,Manhattan,1,365,PARK AVENUE SOUTH
"(40.76661263200003, -73.96830007099993)",Hotels,Hotel Plaza Athenee,http://www.plaza-athenne.com,37 East 64th Street,New York,NY,10021,-212,yes,Manhattan,1,37,EAST 64 STREET
"(40.74558841700008, -73.9841965409999)",Hotels,Hotel Roger Williams,http://www.hotelrogerwilliams.com,131 Madison Avenue,New York,NY,10016,(212) 448-7272, ,Manhattan,1,131,MADISON AVENUE
"(40.74468817200005, -73.9844385479999)",Hotels,Hotel Thirty Thirty,http://www.3030nyc.com,30 East 30 Street,New York,NY,10016,(212) 689-1900, ,Manhattan,1,30,EAST 30 STREET
"(40.746618014000035, -73.9867117519999)",Hotels,Hotel Wolcott,http://www.wolcott.com,4 West 31st Street,New York,NY,10001,(212) 268-2900,yes,Manhattan,1,4,WEST 31 STREET
"(40.81724588000009, -73.89061922099995)",Recycling & Waste Removal,Chelrae Carting Inc., ,841 Barretto Street,Bronx,NY,10474,(212) 866-6287, ,Bronx,2,841,BARRETTO STREET
"(40.81688465800005, -73.89052832699991)",Location & Rental Space,"Lightbox NY, Inc.",http://www.lightbox-ny.com,841 Barretto Street,Bronx,NY,10474,(212) 866-6287,yes,Bronx,2,841,BARRETTO STREET
"(40.76424078400004, -73.97849203399994)",Hotels,Le Parker Meridien,http://www.parkermeridien.com,118 West 57th Street,New York,NY,10019,(212) 708-7382, ,Manhattan,1,118,WEST 57 STREET
"(40.74980114200008, -73.98112054599994)",Hotels,Morgans Hotel,http://www.morganshotel.com,237 Madison Avenue,New York,NY,10016,(212) 554-6106, ,Manhattan,1,237,MADISON AVENUE
"(40.750107161000074, -73.97397792399994)",Hotels,New York Helmsley,http://www.helmsleyhotels.com,212 East 42nd Street,New York,NY,10017,(212) 490-8900 x5250, ,Manhattan,1,212,EAST 42 STREET
"(40.74969525700004, -73.99056209299994)",Hotels,New York Hotel Pennsylvania,http://www.hotelpenn.com,401 7th Avenue,New York,NY,10001,(212) 502-8141,yes,Manhattan,1,401,7 AVENUE
